train_1/q_loss,train_0/mu_grads,train_1/mu_loss,train_1/q_grads,train_0/mu_grads_std,train_0/reward,epoch,test_0/avg_q,train_0/reward_-1.0_frac,train_0/target_q,train_0/reward_-0.0_frac,train_0/fw_bonus,train_1/subgoal_succ_rate,test_1/avg_q,train/episodes,train_1/fw_bonus,train_1/next_q,train_0/q_loss,train_0/q_grads,train/success_rate,train_1/n_subgoals,policy/steps,test_1/subgoal_succ_rate,train_1/current_q,train_0/fw_loss,train_1/q_grads_std,train_1/fw_loss,train_0/q_grads_std,train_1/reward_-27.0_frac,train_1/reward,train_1/reward_-0.0_frac,train_1/target_q,train_0/mu_loss,train_0/avg_q,test/success_rate,test_1/n_subgoals,train_0/current_q,test/episodes,train_1/mu_grads,train_1/reward_-1.0_frac,train_1/mu_grads_std,train_1/avg_q,train_0/next_q
2.31764628598777,-0.004520158481318504,12.50196936443304,0.02301487382501364,0.15722398050129413,-0.6237035356476553,0,-25.35228074497357,0.0043701171875,-6.269136403325443,0.0,-0.995986008644104,0.0007407407407407407,-20.25020794615119,100.0,-0.9927203252911567,-11.424839547713642,0.6025235266892526,-0.0026191006152657794,0.0,2700.0,91096.0,0.0,-11.574550221043205,0.03159215124323964,0.14042388461530209,0.07369800806045532,0.10942068751901388,0.0,-2.6452870132063255,0.0,-11.57384441025988,6.192540265336865,-11.161075430238009,0.0,675.0,-6.089219269569937,25.0,0.0037844592821784317,0.0083984375,0.11736048925668001,-14.450006916108162,-6.057053979047624
2.1286136130511295,-0.009945090534165502,11.50909076723936,0.01413796932902187,0.20513661615550519,-0.6147515041313454,1,-26.454314026813925,0.0188720703125,-7.908065394286416,0.0,-0.9978243768215179,0.032962962962962965,-20.45187280538142,200.0,-0.9911117881536484,-10.40725328660898,0.3972007765152039,-0.0039050923951435834,0.0,2700.0,180291.0,0.0,-10.705338265292037,0.017384572769515216,0.15768657103180886,0.08707946818321943,0.13104429095983505,0.0,-2.580266959202345,0.0,-10.629385940344076,7.672106872226015,-18.867704451931594,0.0,675.0,-7.798808793044057,50.0,0.0024819089216180147,0.0042724609375,0.12220337782055139,-21.3476971796284,-7.6892957315129795
3.903409399194527,-0.010944958892650902,9.377518963528502,-0.0010129085188964383,0.24324593022465707,-0.6206516525635379,2,-26.99993784682029,0.0321533203125,-8.430856541414022,0.0,-0.9982804402709007,0.0,-22.943240155616508,300.0,-0.9905671417713166,-8.114331171573344,0.35244502617671586,-0.0030467275413684548,0.0,2700.0,271416.0,0.0,-8.866978227286655,0.013859938131645322,0.17178361117839813,0.09161039851605893,0.1426440730690956,0.0,-2.612595396377583,0.0,-8.84896908102376,8.223070487044756,-26.748490902807355,0.0,675.0,-8.32668072089418,75.0,0.0017773725936422124,0.0040283203125,0.12830449156463147,-20.930092661967926,-8.220463957147583
9.236767710153606,-0.01780144702643156,24.72130474599073,-0.010109232109971344,0.2741324707865715,-0.6191359300035402,3,-26.547177149900822,0.028515625,-7.861596974994216,0.0,-0.9984431341290474,0.0014814814814814814,-21.55879278536841,400.0,-0.9894698083400726,-23.587089823346467,0.3694237927701281,-0.004750353703275323,0.0,2700.0,362482.0,0.0,-20.380982350622123,0.012602554867044091,0.18962504118680953,0.10073913540691137,0.15557432509958743,0.0,-2.5501933787279993,0.0,-20.296342738300712,7.65831538662282,-25.94687377264105,0.0,675.0,-7.745786450041986,100.0,-1.1787559125764347e-05,0.00341796875,0.1252404611557722,-22.325136836069,-7.6424534458293865
5.445974079754486,-0.02189881457015872,11.959946991702925,-0.014982420578598976,0.2919007338583469,-0.6171107849670079,4,-26.196158758420292,0.0701416015625,-9.05614755961679,0.0,-0.9986189350485801,0.014814814814814815,-20.121731838287396,500.0,-0.9880969360470772,-10.968287898411756,0.3262222528472181,-0.004924296366516501,0.0,2700.0,452846.0,0.0,-11.126641834367197,0.011244002263993025,0.19992153234779836,0.11216002311557531,0.16453258469700813,0.0,-2.602401433624982,0.0,-11.415658593337174,8.862308230593873,-26.20968688895253,0.0,675.0,-8.940392446762484,125.0,-0.001411211656522937,0.002587890625,0.11880674492567778,-22.989218018587326,-8.863488011010476
3.1064405209698265,-0.024332255870103837,13.40477801063459,-0.018837127974256872,0.3081756949424744,-0.6199611951433326,5,-22.975382682761797,0.0975341796875,-9.328143239371181,0.0,-0.9986680209636688,0.044444444444444446,-20.60137818703813,600.0,-0.9868379250168801,-12.333553391694483,0.41859089594883636,-0.005157324450556189,0.0,2700.0,540886.0,0.02242152466367713,-12.187347754742358,0.010864525637589394,0.20864841975271703,0.12263393606990576,0.16976748406887054,0.0,-2.5769462955751807,0.0,-12.331013562711439,9.127062282405518,-24.32059126879914,0.04,669.0,-9.195800499394071,150.0,-0.0010510514199268072,0.002587890625,0.11754318978637457,-20.4139860227942,-9.130793514708426
2.550563441414004,-0.0273567418102175,1.2601694660999283,-0.02303829537704587,0.32756529971957205,-0.6407036576070823,6,-26.999995697284913,0.0931884765625,-4.019808583763765,0.0,-0.9985079959034919,0.03259259259259259,-20.43711374552935,700.0,-0.9854581475257873,-0.26304903989767026,0.6241806554247175,-0.009916701703332365,0.0,2700.0,630300.0,0.0,-2.787996926465385,0.012101326487027109,0.21820561401546001,0.13411230742931365,0.17743157185614108,0.0,-2.6497336767111848,0.0,-2.83988463563923,3.709554059449554,-23.94229423806555,0.0,675.0,-3.7793726937532512,175.0,0.00024410695987171495,0.002099609375,0.12015538234263659,-20.412599719653837,-3.7108224859064407
0.8600688576860686,-0.0293255299795419,1.142675568312099,-0.026365998573601244,0.33377342000603677,-0.6314466405256098,7,-27.0,0.109326171875,-9.427785186418728,0.0,-0.9986137092113495,0.0,-20.229529434369738,800.0,-0.9868071034550667,-0.1430422474234898,0.46049601423128134,-0.010571060888469219,0.0,2700.0,721425.0,0.0,-2.722459041198774,0.011284272535704076,0.23558298237621783,0.12289021220058202,0.17897602468729018,0.0,-2.611032831406919,0.0,-2.7220120694503245,9.262426846938283,-26.998906960208128,0.0,675.0,-9.314180298321478,200.0,0.006492876331321895,0.002587890625,0.12767378017306327,-19.3359753237749,-9.255668227431157
0.4241197508587555,-0.030703648971393705,1.0313572601261065,-0.03211935656145215,0.34295598939061167,-0.6254590626715071,8,-27.0,0.0987548828125,-9.321970863817844,0.0,-0.9987600699067116,0.0,-20.30358915078074,900.0,-0.9874879032373428,-0.03111680339253336,0.4264166968979244,-0.011407937854528427,0.0,2700.0,812550.0,0.0,-2.6267520790980834,0.010153078753501178,0.2528808631002903,0.11722677182406187,0.18049610517919062,0.0,-2.6053436534344656,0.0,-2.6292898113380034,9.138706031243425,-27.0,0.0,675.0,-9.192210047808322,225.0,0.013661079644225537,0.0024169921875,0.1430802769958973,-19.701771282673278,-9.138131067406528
0.2827348748103834,-0.03274634527042508,1.0069877203354056,-0.03725657342001796,0.35148511826992035,-0.6133540986444131,9,-27.0,0.1275146484375,-9.499630585260892,0.0,-0.9988997772336006,0.0,-20.449584384003593,1000.0,-0.9875175565481186,-0.0068733724896505475,0.3883485947601663,-0.011353398580104113,0.0,2700.0,903675.0,0.0,-2.606661334857575,0.009073310601525008,0.26902679428458215,0.11697996724396945,0.18289396464824675,0.0,-2.6060285589868726,0.0,-2.611092452698869,9.32276051697608,-27.0,0.0,675.0,-9.372387067789711,250.0,0.02174542360007763,0.004150390625,0.1659720443189144,-19.724648743644345,-9.320437134310003
6.000619261039162,-0.030846458720043303,28.0,-0.0373745528049767,0.36047621369361876,-0.6030172020949977,10,-27.0,0.1404052734375,-9.273284901285383,0.0,-0.9990805312991142,0.0,-20.636760803265446,1100.0,-0.9879549607634545,-27.0,0.3311222202618397,-0.014100775658152997,0.0,2700.0,994800.0,0.0,-21.074419577825566,0.007676524680573493,0.28587141558527945,0.1133412042632699,0.1858630247414112,0.0,-2.5907570508588833,0.0,-21.354359589921398,9.075973797288942,-27.0,0.0,675.0,-9.140924348353902,275.0,0.024516167119145393,0.005615234375,0.17343875765800476,-20.72372305500855,-9.078804255471413
4.579896852838199,-0.030339712789282203,28.0,-0.03887533852830529,0.3624263033270836,-0.5739450070137536,11,-27.0,0.113818359375,-9.494906835394422,0.0,-0.9993200615048409,0.0,-20.287708865811965,1200.0,-0.9892422005534172,-27.0,0.17391675284639369,-0.014488805597648025,0.0,2700.0,1085925.0,0.0,-20.54457029699187,0.005825260642450303,0.3013469196856022,0.10263260919600725,0.18796401433646678,0.0,-2.6107260769880667,0.0,-20.846549807456828,9.29022796585692,-27.0,0.0,675.0,-9.34200756592563,300.0,0.024516167119145393,0.006005859375,0.17343875765800476,-20.67897257103848,-9.288653475131449
