train_1/reward_-27.0_frac,train_0/target_q,train_1/reward_-0.0_frac,train_1/next_q,train_1/subgoal_succ_rate,train_0/current_q,train_1/q_grads,test_1/n_subgoals,train_1/target_q,train_1/q_grads_std,train_1/mu_grads_std,policy/steps,train_0/q_loss,test_1/subgoal_succ_rate,train_0/mu_grads_std,test_1/avg_q,train_0/mu_loss,test_0/avg_q,train/success_rate,train_1/fw_loss,train/episodes,test/episodes,train_0/q_grads,train_0/q_grads_std,test/success_rate,train_0/avg_q,train_1/mu_loss,train_1/reward_-1.0_frac,train_1/avg_q,train_0/next_q,train_0/reward_-1.0_frac,train_0/mu_grads,train_1/current_q,train_1/mu_grads,train_0/fw_loss,epoch,train_0/reward,train_1/q_loss,train_1/n_subgoals,train_1/reward,train_1/fw_bonus,train_0/reward_-0.0_frac,train_0/fw_bonus
0.0,-7.966754943308516,0.0,-4.676600626400441,0.011851851851851851,-7.666125567177656,0.01691357367672026,675.0,-5.411053987782092,0.1091374684125185,0.21472565606236457,90489.0,0.3077557940060382,0.0,0.16785626597702502,-6.326706633185527,7.514767311994595,-27.0,0.0,0.00019900176412193104,100.0,25.0,0.007565098872873932,0.13257980197668076,0.0,-16.45503022123032,5.661319479096159,0.3935302734375,-5.017789400887019,-7.528874807136001,0.02109375,-0.009463810943998396,-5.412777007637441,0.01664830599911511,0.005818259634543211,0,-0.877045233809622,0.6973194783086321,2700.0,-1.5581780270746095,-0.9999421194195748,0.0,-0.9987393513321876
0.0,-8.59237315582421,0.0,-26.999993196066203,0.0,-8.303263983025069,0.0006410609552403912,675.0,-24.147216833495985,0.13170779906213284,0.2200022242963314,181614.0,0.30366542291620136,0.0,0.1869585584849119,-26.999985004829004,8.16421715478292,-26.999999999994444,0.0,0.00021428493146231632,200.0,50.0,0.0002838531308952952,0.13352326229214667,0.0,-26.99999999999123,27.999993368432552,0.3482666015625,-17.735267373238734,-8.1844110572283,0.0678955078125,-0.011879257066175342,-26.999884229766884,0.01252285682130605,0.0038042694970499722,1,-0.8762190359382658,73.64762252353717,2700.0,-1.564491339889355,-0.9999370351433754,0.0,-0.9991758406162262
0.0,-9.174178201862642,0.0,-6.623528488195198,0.0,-9.05311291935391,-0.030597746185958386,675.0,-7.063718012207043,0.14649868458509446,0.2228774804621935,272739.0,0.23153603424226965,0.0,0.234006180241704,-8.16374651621902,8.9119285898172,-26.85486735183828,0.0,0.0004328055933001451,300.0,75.0,-0.011504689999856054,0.15333107560873033,0.0,-26.947367630272268,7.598489147053206,0.5285888671875,-19.063170260769354,-8.904807269257892,0.066748046875,-0.02378350906074047,-7.058589294029666,0.01215703405905515,0.003948564198799432,2,-0.8750542241192306,2.315268115220223,2700.0,-1.559273069316987,-0.9998641014099121,0.0,-0.9991445556282997
0.0,-9.554922240576072,0.0,-5.24506058186618e-05,0.0,-9.443806259887221,-0.031577412504702806,675.0,-1.565045822127584,0.1735490534454584,0.2311222054064274,363864.0,0.3022620239304651,0.0,0.2584629714488983,-0.013183756221740237,9.345683207628717,-26.91480580829624,0.0,0.0005279766013700282,400.0,100.0,-0.019943638425320386,0.16124679669737815,0.0,-26.93566937419906,1.0000607164505344,0.4669189453125,-6.933813628756477,-9.333964418222767,0.0917724609375,-0.02883356702513993,-0.017074436520872954,0.00218288071337156,0.003970513725653291,3,-0.8770404023031005,5.841834528404706,2700.0,-1.5650048632916878,-0.9998323440551757,0.0,-0.9991398066282272
0.0,-9.790968300081568,0.0,-3.150626292877319e-07,0.0,-9.665639111461394,-0.026721546053886415,675.0,-1.5883760979948103,0.1869945764541626,0.22887368500232697,454989.0,0.3339808552085647,0.0,0.28842427432537077,-1.809373382334878e-05,9.54918301815328,-26.53213061732394,0.0,0.0033297524583758785,500.0,125.0,-0.021725705452263357,0.1688555095344782,0.0,-26.78308954909262,1.0000004043207258,0.2311767578125,-0.2734531771368011,-9.545326832346111,0.074755859375,-0.039989339839667085,-0.00013305738943555703,0.0062577318516559895,0.009480047528631986,4,-0.8796665766189108,6.098950698407211,2700.0,-1.5883758339710767,-0.998897272348404,0.0,-0.9979457333683968
0.0,-10.232294063622668,0.0,-7.602934602997889e-07,0.00037037037037037035,-10.095653558541173,-0.02842044746503234,675.0,-1.5920099465089126,0.1863479170948267,0.22887348160147666,546110.0,0.3673971978111764,0.0,0.30916708409786225,-7.429430368561129e-05,9.993617631204831,-26.728778188394386,0.0,0.0024444045877316965,600.0,150.0,-0.020848781056702136,0.17422082126140595,0.0,-26.59705073781769,1.0000010247122024,0.1625732421875,-1.53964160791648e-05,-9.983794295170034,0.0322509765625,-0.039890353474766015,-0.00026555116676111234,0.00625832088990137,0.012720946059562265,5,-0.8826431986963144,6.121856234314511,2700.0,-1.5920093052845914,-0.9991927444934845,0.0,-0.9972433358430862
0.0,-10.375892913927865,0.0,-6.394647422864358,0.0,-10.238646724734409,-0.030514250323176385,675.0,-6.976708671547942,0.22599808387458326,0.22846913821995257,637235.0,0.3692062825260847,0.0,0.3246036611497402,-18.91936438723559,10.116092270331768,-26.0092247585294,0.0,0.0025111938011832535,700.0,175.0,-0.020422337111085653,0.18054376132786273,0.0,-26.2104237527998,7.592422386380683,0.1183837890625,-1.7541545116145318,-10.098607432645801,0.0241943359375,-0.044307015277445315,-4.195921148287948,0.01664221491664648,0.017001326894387603,6,-0.8883134058705764,39.63271885707415,2700.0,-1.5896549404744291,-0.9991704508662224,0.0,-0.9963156610727311
0.0,-10.694401942740578,0.0,-0.0001164574479777782,0.0,-10.5572970229348,-0.042161803040653464,675.0,-1.5676103957921093,0.24299141354858875,0.23213127963244914,728360.0,0.4060043120663613,0.0,0.3389511860907078,-0.13069654945945497,10.425288700431453,-26.99986920892261,0.0,0.001796968950657174,800.0,200.0,-0.018899272894486785,0.1922017142176628,0.0,-26.347522406565602,1.000117286364192,0.09013671875,-9.599580197800346,-10.400152393679358,0.0166259765625,-0.047018260881304744,-0.07715726620181107,0.03226445354521275,0.015594793530181051,7,-0.8945906166089117,5.7524898008259715,2700.0,-1.5675009500642774,-0.9994088158011436,0.0,-0.9966204956173896
0.0,-10.439391972600712,0.0,-1.632855736947646e-15,0.0,-10.302113386193799,-0.03537654457613826,675.0,-1.556897333817325,0.2597057081758976,0.2371826820075512,819485.0,0.30600022106653035,0.0,0.35446291118860246,-0.038689842190416,10.13408184712948,-26.999999999437886,0.0,0.0013652788707986473,900.0,225.0,-0.019080272177234292,0.20142137669026852,0.0,-26.999693280838002,1.0000000000000058,0.076025390625,-3.5487088631388843,-10.106783701549588,0.007958984375,-0.04660076592117548,-0.002180322845807236,0.03560431255027652,0.015338989510200917,8,-0.8944979189393052,5.806313889840881,2700.0,-1.5568973338173238,-0.9995528802275657,0.0,-0.9966759234666824
0.0,-10.489895244566881,0.0,-3.043593784213423e-20,0.0,-10.348402102054067,-0.03115393645130098,675.0,-1.5835765061172424,0.27847378328442574,0.23683276772499084,910610.0,0.27130587825956953,0.0,0.36172036826610565,-4.8877648308432254e-08,10.19631653188929,-26.999999999994404,0.0,0.0016063061382737942,1000.0,250.0,-0.01974941003136337,0.20606486462056636,0.0,-26.999999996537614,1.0,0.082763671875,-2.650380520599001,-10.17087442099239,0.0171875,-0.04780365861952305,-1.4270548924589215e-06,0.03812306746840477,0.012081851228140294,9,-0.8940813098408398,6.035156720119671,2700.0,-1.5835765061172424,-0.9994724497199059,0.0,-0.9973818510770798
