train_1/target_q,train_1/q_grads_std,train_1/next_q,test_1/subgoal_succ_rate,train_0/next_q,train/episodes,epoch,train_0/fw_loss,train_1/mu_grads,train_0/q_loss,train_0/q_grads_std,test_0/avg_q,train_1/q_grads,train_0/fw_bonus,train_0/reward_-1.0_frac,train_1/mu_grads_std,train_1/fw_loss,train/success_rate,train_1/reward_-27.0_frac,train_1/reward_-0.0_frac,train_1/avg_q,test/success_rate,train_1/q_loss,train_1/subgoal_succ_rate,train_1/reward_-1.0_frac,train_1/reward,train_0/target_q,train_0/mu_grads,train_0/avg_q,train_0/reward,train_1/mu_loss,test/episodes,train_0/q_grads,train_0/mu_grads_std,train_1/n_subgoals,test_1/avg_q,train_0/mu_loss,train_0/current_q,train_0/reward_-0.0_frac,train_1/current_q,policy/steps,train_1/fw_bonus,test_1/n_subgoals
-3.1275193939174577,0.21200735121965408,-1.0676684848899145,0.0,-6.709351091941504,100.0,0,0.00011043006416002754,-2.377602825163194e-05,0.23661327156269235,0.14509620927274228,-26.99999999998454,0.014691808610223234,-0.9995327830314636,0.0039306640625,0.11574075017124415,0.001319238735595718,0.02,0.0,0.0,-10.803524039273714,0.0,4.192075041643669,0.04618249534450652,0.0059814453125,-2.4789829573950555,-6.8959112579652215,-0.0035527052474208175,-15.659861259874734,-0.5824027251495864,1.0723129320565135,25.0,0.020248769829049707,0.15226441696286203,2685.0,-19.911792398205005,6.712809784969996,-6.822265887573093,0.0,-3.1518861583666054,87719.0,-0.9972306743264199,675.0
-2.8931700887588954,0.24891799427568911,-0.6864350809307134,0.0,-8.006063358936562,200.0,1,8.27771999865945e-05,0.0014959300751797855,0.2027461557682746,0.16219519153237344,-27.0,0.01648885039612651,-0.9996530637145042,0.0107421875,0.13610598258674145,0.0010653966237441637,0.0,0.0,0.0,-19.937641698516263,0.0,1.7043599953174031,0.0,0.0061767578125,-2.470700658452915,-8.188012134469393,-0.011752092000097036,-26.9999999998029,-0.5736254241255665,0.7105352738581596,50.0,0.02005948666483164,0.1747863382101059,2700.0,-20.01230784291067,8.019413616839069,-8.067475247180814,0.0,-2.907101024541878,178844.0,-0.9982322975993156,675.0
-3.7043254681131215,0.29124796465039254,-2.6308562242344413,0.0,-8.514389474365384,300.0,2,7.376123112408095e-05,-0.000885230016137939,0.18767655506196915,0.18286829330027105,-26.999999999999996,0.013375118211843073,-0.9996922716498375,0.0095947265625,0.14073831625282765,0.0009767573763383552,0.0,0.0,0.0,-19.946607164446224,0.0,3.22057086845358,0.0,0.005078125,-2.450902844682787,-8.681591133515008,-0.01622791087720543,-26.999999999795104,-0.5698083245511952,2.5838175743656273,75.0,0.02118094633333385,0.20266091376543044,2700.0,-21.191431561449594,8.526314394273584,-8.570928662294444,0.0,-3.707139156882473,269969.0,-0.9985820755362511,675.0
-11.35514429928897,0.3336035326123238,-14.88726739634078,0.0,-8.649342257314526,400.0,3,6.594805909116985e-05,-0.003976675379090011,0.11299684833969378,0.2074446462094784,-26.999994066148044,0.011664940137416124,-0.9997262641787529,0.0210205078125,0.15133190490305423,0.0010471507630427368,0.0,0.0,0.0,-20.415731097247367,0.0,18.55912660270838,0.0,0.0053466796875,-2.4688143597406453,-8.88789941104028,-0.01769791361875832,-26.99999999945559,-0.5722338133542507,14.95045582745792,100.0,0.025402288325130938,0.21994509361684322,2700.0,-19.53647612585932,8.657095241379556,-8.758872339982604,0.0,-11.580867326773111,361094.0,-0.9983043149113655,675.0
-3.5654152898759697,0.3581473045051098,-1.5942840542969712,0.0,-8.7871617958487,500.0,4,6.788238124499912e-05,-0.008199787209741771,0.18045429033448918,0.2219188552349806,-25.59138097352987,0.010692764911800623,-0.9997178599238395,0.020947265625,0.15266207829117776,0.0010719183119363151,0.0,0.0,0.0,-20.12937243549535,0.0,1.6897435836305497,0.0,0.0058349609375,-2.4859652184186416,-8.963520363297249,-0.01748540378175676,-24.37492528380397,-0.573147237291414,1.7838274584084217,125.0,0.021841735113412142,0.23505820371210576,2700.0,-20.0019749696441,8.800880729578685,-8.83974223011641,0.0,-3.4915277759891965,452219.0,-0.9982065826654434,675.0
-3.877091064165561,0.35905388444662095,-1.9608254681062796,0.0,-9.273474521611792,600.0,5,5.422323074526503e-05,-0.008768015610985457,0.18699058769931212,0.23823820054531097,-26.955301814994343,0.012097682524472474,-0.9997772753238678,0.0376953125,0.15696993246674537,0.0009233884396962821,0.0,0.0,0.0,-20.378050536336275,0.0,0.3578208030625207,0.0,0.0052490234375,-2.5311923088360344,-9.43411351259412,-0.01819579303264618,-23.74063496579654,-0.5709465150051983,2.0544197902322585,150.0,0.01239177044481039,0.2391826633363962,2700.0,-20.538515923067212,9.274983741805862,-9.296293262606074,0.0,-3.9307955759596522,543344.0,-0.9987926736474038,675.0
-3.419638832972031,0.3678056441247463,-1.3731837278028665,0.0,-9.408955984565909,700.0,6,4.8451190878040507e-05,-0.007709952304139733,0.1689211770116565,0.24500945396721363,-26.99999910941051,0.009668051823973655,-0.9998023703694343,0.0720703125,0.1597479648888111,0.000842918957641814,0.0,0.0,0.0,-20.489641774851588,0.0,0.5752721683804193,0.0,0.00498046875,-2.5453341900327358,-9.570179215045455,-0.019639439601451158,-26.97564813920636,-0.5713739346436342,1.3998125638650651,175.0,0.013595797005109489,0.2393685195595026,2700.0,-20.368504796172072,9.427152232332128,-9.434324227824163,0.0,-3.4359587793409645,634469.0,-0.9991101965308189,675.0
-2.727406836320364,0.3763177700340748,-0.2981134609561814,0.0,-9.216308841965892,800.0,7,4.147726058363332e-05,-0.0075549947330728175,0.18885550376299345,0.2517416477203369,-27.0,0.007745531690306962,-0.9998327165842056,0.080712890625,0.16670785285532475,0.000802175646822434,0.0,0.0,0.0,-20.487272132107837,0.0,0.1765260565260543,0.0,0.0043212890625,-2.5269722852837733,-9.449505943990035,-0.01951423888094723,-26.598167550375333,-0.5724252198113391,0.29673047662200336,200.0,0.015048970747739077,0.24828998409211636,2700.0,-20.475986873711292,9.221351323276625,-9.234467969797725,0.0,-2.692304420142816,725594.0,-0.9992709770798683,675.0
-2.5241472771607767,0.37808996960520747,-0.009758873139888088,0.0,-9.226437116992534,900.0,8,3.5808083885058296e-05,-0.005093243042938411,0.17246588860795561,0.2611688241362572,-27.0,0.007381536532193422,-0.9998573675751686,0.1129638671875,0.17037379667162894,0.000755580207624007,0.0,0.0,0.0,-20.461817505605943,0.0,0.07488532587616432,0.0,0.004931640625,-2.5187418812009126,-9.392387969437749,-0.02040299107320607,-27.0,-0.5663339728038409,0.009472631061976423,225.0,0.016582789504900573,0.2522869534790516,2700.0,-20.571437330944473,9.227679238350529,-9.245940953235728,0.0,-2.5238137628595103,816719.0,-0.9994548350572586,675.0
-2.4853656509147344,0.37870521247386935,-0.0007293201353975062,0.0,-6.051247267661367,1000.0,9,3.6032377147421356e-05,-0.0023086102795787156,0.18370105200264342,0.2645573318004608,-27.0,0.006367423036135733,-0.9998564094305038,0.129345703125,0.17401203252375125,0.0007684837037231773,0.0,0.0,0.0,-20.49395922425617,0.0,0.061797141922048146,0.0,0.004052734375,-2.4850194373608248,-6.230154292074937,-0.02209832933731377,-26.78431030764308,-0.5651984749616531,0.0007344864172819078,250.0,0.013512942846864462,0.257919330149889,2700.0,-20.564709574907766,6.066754867279305,-6.201890134992267,0.0,-2.4893827971664195,907844.0,-0.9994039222598076,675.0
-2.4498301572146213,0.38301508575677873,-1.0408657697400054e-05,0.0,-9.172413925201406,1100.0,10,3.4056981439789526e-05,-0.0010173888556892052,0.14189150888092886,0.27206700667738914,-27.0,0.0045650128624401985,-0.9998649895191193,0.1737060546875,0.17666730284690857,0.0007705291282036342,0.0,0.0,0.0,-20.48431788541499,0.0,0.0403791584981068,0.0,0.0041015625,-2.4498245475784644,-9.367730392536691,-0.02008031290024519,-27.0,-0.5702360236908135,1.0290161710339199e-05,275.0,0.014615021809004248,0.26489405855536463,2700.0,-20.534412680822175,9.171846623793387,-9.223937544151005,0.0,-2.4592599697259145,998969.0,-0.9993958532810211,675.0
-2.5471575844818624,0.39230813533067704,-1.6000665143226757e-06,0.0,-9.26416581475045,1200.0,11,4.215709927848366e-05,-0.0008511632899171673,0.17501493116174868,0.2757981508970261,-27.0,0.0017057294986443593,-0.9998297572135926,0.1438720703125,0.1776564735919237,0.0008328218376846052,0.0,0.0,0.0,-20.488458045529946,0.0,0.03279459767954574,0.0,0.004638671875,-2.5471568964236213,-9.454374855480074,-0.02075932640582323,-27.0,-0.577752849657918,1.5321115551684247e-06,300.0,0.014566845470108091,0.2676809996366501,2700.0,-20.509934920127808,9.260902830463014,-9.27962288949138,0.0,-2.5512918166466334,1090094.0,-0.9991500437259674,675.0
-2.492726675612821,0.4023600906133652,-1.0822276953279228e-05,0.0,-9.208476760371994,1300.0,12,4.1211626285075906e-05,-0.00027013221115339546,0.1522166816566879,0.27579892948269846,-27.0,-0.002125984925078228,-0.9998338669538498,0.079931640625,0.18264530189335346,0.000885634683072567,0.0,0.0,0.0,-20.472207589017692,0.0,0.026910179358212178,0.0,0.0045654296875,-2.492722471925299,-9.40666024664517,-0.021347248693928123,-27.0,-0.5802807333562668,1.4570419022873204e-05,325.0,0.01512138822581619,0.27210367247462275,2700.0,-20.491892408104434,9.208160774097133,-9.25753718947853,0.0,-2.4969398108947876,1181219.0,-0.9989416480064393,675.0
-2.4752878816343227,0.40916797146201134,-8.366124036451557e-08,0.0,-9.3555897898796,1400.0,13,4.324706833358505e-05,-0.00018366554322710727,0.1586228360795235,0.27537678852677344,-27.0,-0.002966859861044213,-0.9998250097036362,0.0696533203125,0.18465656489133836,0.0009072194341570138,0.0,0.0,0.0,-20.488001781780362,0.0,0.02385519657125424,0.0,0.003857421875,-2.475287847654181,-9.555269882308533,-0.02229289971292019,-27.0,-0.5856251995861385,1.3150615542257285e-07,350.0,0.01492963507771492,0.2750937379896641,2700.0,-20.579896226027564,9.35457105176403,-9.401079898795695,0.0,-2.4791260933801116,1272344.0,-0.9988564774394035,675.0
-2.4628140722828307,0.41617835462093355,-1.2345086914807047e-11,0.0,-9.372507023379352,1500.0,14,4.224234689900186e-05,-0.00011686937741615112,0.15764407461076324,0.27866519838571546,-27.0,-0.004883037065155804,-0.9998293802142143,0.054150390625,0.18516531586647034,0.0007816427896614186,0.0,0.0,0.0,-20.524364272319186,0.0,0.018185431489945104,0.0,0.0043701171875,-2.462814072274341,-9.57431233364004,-0.026706713996827603,-27.0,-0.5871460675996787,3.054213557954912e-11,375.0,0.015491982595995069,0.2743811376392841,2700.0,-20.54271666520943,9.380046110292849,-9.431764589403874,0.0,-2.4660894830511424,1363469.0,-0.9993519961833954,675.0
-2.5101410927274324,0.42318532392382624,-1.9698293012104687e-11,0.0,-9.31373938189516,1600.0,15,3.6090426920054594e-05,-0.00011690598803397734,0.12839212626874447,0.2841877341270447,-27.0,-0.0066327483742497865,-0.9998561486601829,0.10048828125,0.18516531586647034,0.0007503415516111999,0.0,0.0,0.0,-20.492565750445205,0.0,0.021822368221755307,0.0,0.004296875,-2.5101410927185497,-9.544437416168781,-0.028434044495224953,-27.0,-0.5840216541353584,1.7556140128586984e-11,400.0,0.015542596625164152,0.285511976480484,2700.0,-20.42234060551757,9.32483541000956,-9.405740006202558,0.0,-2.5138026087522904,1454594.0,-0.99947549700737,675.0
-2.429888232773572,0.43158604130148887,-6.530410372463915e-10,0.0,-9.362217526805933,1700.0,16,3.5091112385998714e-05,-0.0001481633553339634,0.1098052943792801,0.287767605483532,-27.0,-0.0077408267767168585,-0.9998605057597161,0.09755859375,0.1854274518787861,0.0006923625376657582,0.0,0.0,0.0,-20.46064211883256,0.0,0.03197559344603439,0.0,0.0040283203125,-2.429888232471785,-9.623327295828577,-0.030325477104634048,-27.0,-0.5878679555884446,6.172777886869991e-10,425.0,0.01546955038793385,0.2936503320932388,2700.0,-20.30055682889652,9.376908158482752,-9.482161477564759,0.0,-2.431070607456589,1545719.0,-0.9997042879462242,675.0
-2.5151401315314326,0.4403393119573593,-3.36415077877e-10,0.0,-9.328336202234642,1800.0,17,3.451558191045478e-05,-0.00015039394202176481,0.11641825024102866,0.28989142179489136,-27.0,-0.00882996350992471,-0.9998630002140999,0.1190185546875,0.18545151501893997,0.0006943951666471548,0.0,0.0,0.0,-20.423735557731757,0.0,0.02987801857137078,0.0,0.0045654296875,-2.5151401313512904,-9.55524909373523,-0.03169462773948908,-27.0,-0.5842247826585663,3.6012500949850084e-10,450.0,0.014947709301486612,0.3009237140417099,2700.0,-20.44057459380608,9.341101470098483,-9.425036852464448,0.0,-2.516353256281203,1636844.0,-0.9996962666511535,675.0
-2.447042672457018,0.4485763795673847,-7.857986633206777e-10,0.0,-9.391193354713774,1900.0,18,3.376785116415704e-05,-8.799607585388002e-05,0.12173836039397638,0.2939979150891304,-27.0,-0.008618468930944801,-0.9998662620782852,0.120361328125,0.18627739362418652,0.0005835698582814075,0.0,0.0,0.0,-20.483439232508815,0.0,0.013844941359557989,0.0,0.003857421875,-2.447042672005773,-9.621523983904577,-0.031224597711116076,-27.0,-0.5864961036237218,7.79371591424777e-10,475.0,0.014735310338437557,0.31058595776557923,2700.0,-20.474807596626654,9.40011292063165,-9.488842207374603,0.0,-2.4487875922487072,1727969.0,-1.000133568048477,675.0
-2.485223898742741,0.4585133455693722,-7.255724417197692e-14,0.0,-9.360452527405906,2000.0,19,3.237653827454778e-05,0.0011719457106664777,0.11915596354149875,0.2996682673692703,-27.0,-0.008926648972555995,-0.9998722985386849,0.127001953125,0.18974927067756653,0.0005612214998109266,0.0,0.0,0.0,-20.491904427725213,0.0,0.01690709189994952,0.0,0.0042724609375,-2.485223898742697,-9.594757921404774,-0.03345746584236622,-27.0,-0.5833298920759262,6.976447156385956e-14,500.0,0.014943821262568236,0.31912925764918326,2700.0,-20.433201408712083,9.37192840479914,-9.458053557578612,0.0,-2.4881185125400065,1819094.0,-1.000221784412861,675.0
-2.4632026002280356,0.46893446072936057,-4.913567689759655e-15,0.0,-9.385475446720081,2100.0,20,3.107895663561067e-05,0.0011719458270817995,0.12144996121956095,0.30291105434298515,-27.0,-0.010027613630518318,-0.9998779609799385,0.1342529296875,0.18974927067756653,0.0005362853560654912,0.0,0.0,0.0,-20.48970748981631,0.0,0.025355409162250125,0.0,0.003271484375,-2.4632026002280325,-9.615228043676705,-0.032882350776344535,-27.0,-0.5856018110174773,4.644336728765757e-15,525.0,0.014719850942492485,0.3291480153799057,2700.0,-20.54292240262405,9.397304145463156,-9.476706841711259,0.0,-2.465773572321985,1910219.0,-1.0003201618790627,675.0
-2.554825990448444,0.4773195683956146,-4.338408440350092e-18,0.0,-9.250699944040555,2200.0,21,3.317057785352517e-05,0.0011719458270817995,0.12186149997236433,0.3042453058063984,-27.0,-0.011494337790645659,-0.999868854880333,0.1190185546875,0.18974927067756653,0.0005017842617235146,0.0,0.0,0.0,-20.49509085955635,0.0,0.02382786686254636,0.0,0.0042236328125,-2.554825990448444,-9.49221641827655,-0.034202569723129274,-27.0,-0.5872108646075503,4.365499718040874e-18,550.0,0.014870740193873643,0.3336999773979187,2700.0,-20.552123191519524,9.263155211689831,-9.352282172801363,0.0,-2.554879579887129,2001344.0,-1.0004562884569168,675.0
-2.490254984140672,0.48570539653301237,-2.201876128292301e-12,0.0,-9.274006599927835,2300.0,22,3.139253299195843e-05,0.0011733605293557047,0.11976829455570978,0.30674514546990395,-27.0,-0.01265398000832647,-0.9998765736818314,0.1408935546875,0.18976371884346008,0.00047278926067519935,0.0,0.0,0.0,-20.53730933723329,0.0,0.01937630255244111,0.0,0.0039794921875,-2.490254984139392,-9.514441972514133,-0.03663031924515962,-27.0,-0.5864071339252405,2.175081889240467e-12,575.0,0.014515604102052748,0.34009755998849867,2700.0,-20.565125959025785,9.285464793093517,-9.378384885468972,0.0,-2.4924355889586383,2092469.0,-1.0005707174539566,675.0
-2.5392268026531384,0.49608089253306387,-1.9121952284774777e-21,0.0,-9.334061463743746,2400.0,23,3.309330468255211e-05,0.0011754792649298906,0.11912061582341091,0.30891913920640945,-27.0,-0.01351592862047255,-0.999869191646576,0.14189453125,0.18978556990623474,0.0005003672486054711,0.0,0.0,0.0,-20.524219918151243,0.0,0.01578080586099674,0.0,0.003564453125,-2.5392268026531384,-9.583647040787625,-0.03903403524309397,-27.0,-0.5882363392112893,2.61945909259497e-21,600.0,0.0145359544781968,0.346725445240736,2700.0,-20.473903055911645,9.347399346488363,-9.437823179205122,0.0,-2.5397388145898376,2183594.0,-1.0004619017243386,675.0
-2.447005818937396,0.5033161163330078,-4.155730160553977e-20,0.0,-9.249823097404066,2500.0,24,3.3081624042097244e-05,0.0011754792649298906,0.12163979006348705,0.3094128049910069,-27.0,-0.015181988151744008,-0.9998692229390145,0.12294921875,0.18978556990623474,0.00041675568427308464,0.0,0.0,0.0,-20.470359599404205,0.0,0.014256401961583587,0.0,0.003466796875,-2.447005818937396,-9.503099732555148,-0.03939597299322486,-27.0,-0.5876870354008134,3.632747038105896e-20,625.0,0.014303441625088453,0.35469986125826836,2700.0,-20.3608143900333,9.258415459563022,-9.361375264124693,0.0,-2.4479254952910723,2274719.0,-1.0007918179035187,675.0
