train_1/mu_loss,train_0/q_loss,train_1/reward_-27.0_frac,train_0/mu_loss,train_1/q_grads_std,train_0/avg_q,train_1/fw_loss,train_0/fw_loss,train_1/q_loss,test_1/n_subgoals,train_1/reward,train_0/current_q,test/success_rate,test_0/avg_q,train_0/reward_-1.0_frac,train/episodes,train_1/avg_q,train_1/fw_bonus,train_1/n_subgoals,train_0/q_grads_std,test/episodes,policy/steps,train_1/next_q,epoch,train_0/next_q,train_1/reward_-0.0_frac,train_1/mu_grads,test_1/subgoal_succ_rate,train_0/mu_grads_std,train_0/mu_grads,train_0/fw_bonus,train_0/reward_-0.0_frac,train/success_rate,train_0/target_q,train_1/target_q,train_1/current_q,train_1/subgoal_succ_rate,train_1/reward_-1.0_frac,train_0/reward,train_0/q_grads,train_1/mu_grads_std,train_1/q_grads,test_1/avg_q
7.2632532925725215,0.45311937541038516,0.0,2.5518608830173477,0.18919860124588012,-2.6204680931675943,0.0015352485643234104,0.00021973911752866117,2.3260908666351807,703.0,-1.4233134696725755,-2.761066365917343,0.0,-4.359735874070167,0.0003173828125,100.0,-5.001276305646337,-0.9971246540546417,2700.0,0.14605384618043898,25.0,81380.0,-6.117590353242666,0,-2.5975521912000445,0.0,0.002033374714665115,0.041251778093883355,0.14136172756552695,-0.0016049931669840588,-0.9991665557026863,0.0,0.0,-2.9335184118314164,-6.215264750416912,-6.2108508760713566,0.14888888888888888,0.0015625,-0.8632421012458508,0.026094655273482203,0.11677266359329223,0.008787786215543747,-7.1257952694471545
7.43035649875508,0.42732470880559126,0.0,4.032743128229866,0.22859467081725598,-4.1600761848443275,0.001874713585129939,0.00024322802055394278,3.169988865129548,581.0,-1.4452217372774612,-4.251244376033604,0.48,-5.713260841056347,0.0001220703125,200.0,-7.841934452470718,-0.9958587884902954,2685.0,0.16080196537077426,50.0,156928.0,-6.264477045910044,1,-4.027966886265871,0.0,0.0021154690883122386,0.4354561101549053,0.18473323993384838,-0.005390536203049123,-0.9990747466683387,0.0,0.02,-4.182115967725204,-6.2239898010815535,-6.219887365501327,0.16089385474860335,0.0020751953125,-0.8675372640980641,0.026778126088902354,0.1335777912288904,0.00032922525679168757,-8.560824931885156
2.7223000315284978,0.35179043796000453,0.0,4.616436449353186,0.24547336995601654,-15.01964838806625,0.0017640544509049505,0.00028554027594509537,2.160520779347224,675.0,-1.4436513405191362,-4.793227800033594,0.0,-26.99999860704008,0.0001220703125,300.0,-8.280392178563183,-0.996271438896656,2512.0,0.1751919213682413,75.0,235711.0,-1.7583822193103102,2,-4.564293248259394,0.0,0.0052923284703865646,0.0,0.2106937885284424,-0.00817219209857285,-0.9989093855023384,0.0,0.13,-4.7763600646192526,-2.7328444439103494,-2.7405753125787173,0.17197452229299362,0.001953125,-0.8718016656770488,0.027849229238927364,0.15121544264256953,-0.0029040225548669697,-1.865087285131492
28.0,0.30701256151547146,0.0,6.126757460289452,0.25148571357131005,-26.99999808417022,0.00153157593740616,0.00021587441260635388,206.11012819904653,675.0,-1.45825416091393,-6.266344744580498,0.0,-27.0,0.0001708984375,400.0,-11.854441991212072,-0.9971383601427078,2700.0,0.18639999963343143,100.0,326836.0,-27.0,3,-6.097229513197568,0.0,0.015153910033404827,0.0,0.23011585250496863,-0.0156378359766677,-0.9991816431283951,0.0,0.0,-6.301846983808465,-19.05389576247644,-26.999996446264753,0.0,0.00185546875,-0.8677822379831923,0.02804315332323313,0.15993252396583557,0.00329806178342551,-26.99999999994229
27.999999999999982,0.23385506001162565,0.0,6.828934021579931,0.2512727819383144,-27.0,0.0013877998135285452,0.00016758091951487585,225.55212462896537,675.0,-1.4716933764706481,-6.95158571771996,0.0,-27.0,0.00068359375,500.0,-26.999999980558872,-0.9976745113730431,2700.0,0.20513749830424785,125.0,417961.0,-26.999999999999932,4,-6.792049141653384,0.0,0.015153910033404827,0.0,0.25097349360585214,-0.01959063094109297,-0.9993703931570053,0.0,0.0,-7.02034661689454,-18.28438771240809,-26.999922836905505,0.0,0.0023681640625,-0.8638466479358613,0.030002532666549085,0.15993252396583557,0.002601429185597226,-26.99999988744836
28.0,0.1465799906100044,0.0,7.717635026952936,0.32041388750076294,-27.0,0.0014292417152319103,0.00016019001413951627,33.78228606986861,675.0,-1.4958999831826076,-7.868378300406451,0.0,-27.0,0.0011474609375,600.0,-14.55441579946466,-0.9975199609994888,2700.0,0.21745597645640374,150.0,509086.0,-27.0,5,-7.688915299394009,0.0,0.014354497194290161,0.0,0.2642043672502041,-0.022202896140515804,-0.9993992879986763,0.0,0.0,-7.948398354004953,-17.621254475370115,-17.51476788472923,0.0,0.0017822265625,-0.8632030288557871,0.030652605462819338,0.1595584601163864,-0.001083098046365194,-7.250179747905546
28.0,0.125207146571592,0.0,9.0369531226882,0.3518135316669941,-27.0,0.001238030579406768,0.00010749538996606134,22.69088326594359,675.0,-1.4849479373035137,-9.141163990580196,0.0,-27.0,0.0057861328125,700.0,-8.08771334687648,-0.9982329905033112,2700.0,0.2236796047538519,175.0,600211.0,-27.0,6,-9.010863600935323,0.0,0.014354497194290161,0.0,0.2739601254463196,-0.023488513054326178,-0.9996052429080009,0.0,0.0,-9.27380828553665,-16.481747253709774,-16.24386001187455,0.0,0.00166015625,-0.8620147141366032,0.03099622777663171,0.1595584601163864,0.0011960071395151317,-8.669194756012066
28.0,0.10686768685962189,0.0,9.668682494068298,0.3715247273445129,-27.0,0.0011334169248584658,5.123249902680982e-05,17.02306091846586,675.0,-1.4860339712744461,-9.748935565880457,0.0,-27.0,0.0165283203125,800.0,-7.959002022764686,-0.9986230999231338,2700.0,0.2258110959082842,200.0,691336.0,-27.0,7,-9.661649306495647,0.0,0.014354497194290161,0.0,0.2771927908062935,-0.027112083276733756,-0.999825119972229,0.0,0.0,-9.900153130805643,-15.119135533774454,-14.888175066349936,0.0,0.0013671875,-0.8551056580923614,0.03126524854451418,0.1595584601163864,0.003184273274382576,-6.858399179984986
28.0,0.10768632941376052,0.0,9.471687468669737,0.39162037149071693,-27.0,0.0010238964707241394,4.0022855682764205e-05,12.597431463610388,675.0,-1.5004699115364928,-9.551773447582132,0.0,-27.0,0.0400390625,900.0,-7.322424809269193,-0.9990315139293671,2700.0,0.22532033436000348,225.0,782461.0,-27.0,8,-9.466703036140192,0.0,0.014354497194290161,0.0,0.2804458260536194,-0.028597328113391995,-0.9998689368367195,0.0,0.0,-9.699135350805882,-15.181375184974002,-14.948165907020515,0.0,0.0011474609375,-0.8532342188773328,0.030774812772870065,0.1595584601163864,0.0058779184939339755,-7.305468128050084
28.0,0.10074513928576043,0.0,9.518945858788374,0.4090616650879383,-27.0,0.0008792403474217281,2.685111689970654e-05,11.611552607304748,675.0,-1.4951127589549287,-9.605057328819763,0.0,-27.0,0.101123046875,1000.0,-7.44377697108197,-0.9995709210634232,2700.0,0.22621853724122049,250.0,873586.0,-27.0,9,-9.513398817737292,0.0,0.014354497194290161,0.0,0.2851712055504322,-0.029965332709252834,-0.9999204114079475,0.0,0.0,-9.753284354628793,-15.211547817548686,-14.925498655560068,0.0,0.0007080078125,-0.8546461189631372,0.02958602262660861,0.1595584601163864,0.007506497704889625,-7.096523536052358
